alleyCrossStreetsFlag,assemblyDistrict,bbl,bblBoroughCode,bblTaxBlock,bblTaxLot,bikeLane,boardOfElectionsPreferredLgc,boePreferredStreetName,boePreferredstreetCode,boroughCode1In,buildingIdentificationNumber,businessImprovementDistrict,censusBlock2000,censusBlock2010,censusBlockSuffix2000,censusTract1990,censusTract2000,censusTract2010,cityCouncilDistrict,civilCourtDistrict,coincidentSegmentCount,communityDistrict,communityDistrictBoroughCode,communityDistrictNumber,communitySchoolDistrict,condominiumBillingBbl,condominiumFlag,congressionalDistrict,cooperativeIdNumber,cornerCode,crossStreetNamesFlagIn,curveFlag,dcpCommercialStudyArea,dcpPreferredLgc,dofCondominiumIdentificationNumber,dotStreetLightContractorArea,dynamicBlock,electionDistrict,fireBattalion,fireCompanyNumber,fireCompanyType,fireDivision,firstBoroughName,firstStreetCode,firstStreetNameNormalized,fromLionNodeId,fromPreferredLgcsFirstSetOf5,genericId,geosupportFunctionCode,geosupportReturnCode,geosupportReturnCode2,gi5DigitStreetCode1,gi5DigitStreetCode2,gi5DigitStreetCode3,gi5DigitStreetCode4,gi5DigitStreetCode5,gi5DigitStreetCode6,gi5DigitStreetCode7,gi5DigitStreetCode8,giBoroughCode1,giBoroughCode2,giBoroughCode3,giBoroughCode4,giBoroughCode5,giBoroughCode6,giBoroughCode7,giBoroughCode8,giBuildingIdentificationNumber1,giBuildingIdentificationNumber2,giBuildingIdentificationNumber3,giBuildingIdentificationNumber4,giBuildingIdentificationNumber5,giBuildingIdentificationNumber6,giBuildingIdentificationNumber7,giBuildingIdentificationNumber8,giDcpPreferredLgc1,giDcpPreferredLgc2,giDcpPreferredLgc3,giDcpPreferredLgc4,giDcpPreferredLgc5,giDcpPreferredLgc6,giDcpPreferredLgc7,giDcpPreferredLgc8,giGeographicIdentifier1,giGeographicIdentifier2,giGeographicIdentifier3,giGeographicIdentifier4,giGeographicIdentifier5,giGeographicIdentifier6,giGeographicIdentifier7,giGeographicIdentifier8,giHighHouseNumber1,giHighHouseNumber2,giHighHouseNumber3,giHighHouseNumber4,giHighHouseNumber5,giHighHouseNumber6,giHighHouseNumber7,giHighHouseNumber8,giLowHouseNumber1,giLowHouseNumber2,giLowHouseNumber3,giLowHouseNumber4,giLowHouseNumber5,giLowHouseNumber6,giLowHouseNumber7,giLowHouseNumber8,giSideOfStreetIndicator1,giSideOfStreetIndicator2,giSideOfStreetIndicator3,giSideOfStreetIndicator4,giSideOfStreetIndicator5,giSideOfStreetIndicator6,giSideOfStreetIndicator7,giSideOfStreetIndicator8,giStreetCode1,giStreetCode2,giStreetCode3,giStreetCode4,giStreetCode5,giStreetCode6,giStreetCode7,giStreetCode8,giStreetName1,giStreetName2,giStreetName3,giStreetName4,giStreetName5,giStreetName6,giStreetName7,giStreetName8,healthArea,healthCenterDistrict,highBblOfThisBuildingsCondominiumUnits,highCrossStreetB5SC1,highCrossStreetB5SC2,highCrossStreetB5SC3,highCrossStreetCode1,highCrossStreetCode2,highCrossStreetCode3,highCrossStreetName1,highCrossStreetName2,highCrossStreetName3,highHouseNumberOfBlockfaceSortFormat,houseNumber,houseNumberIn,houseNumberSortFormat,hurricaneEvacuationZone,individualSegmentLength,instructionalRegion,interimAssistanceEligibilityIndicator,interiorLotFlag,internalLabelXCoordinate,internalLabelYCoordinate,latitude,latitudeInternalLabel,legacySegmentId,lionBoroughCode,lionBoroughCodeForVanityAddress,lionFaceCode,lionFaceCodeForVanityAddress,lionKey,lionKeyForVanityAddress,lionSequenceNumber,lionSequenceNumberForVanityAddress,listOf4Lgcs,longitude,longitudeInternalLabel,lowBblOfThisBuildingsCondominiumUnits,lowCrossStreetB5SC1,lowCrossStreetB5SC2,lowCrossStreetB5SC3,lowCrossStreetCode1,lowCrossStreetCode2,lowCrossStreetCode3,lowCrossStreetName1,lowCrossStreetName2,lowCrossStreetName3,lowHouseNumberOfBlockfaceSortFormat,lowHouseNumberOfDefiningAddressRange,message,message2,noCrossStreetCalculationFlag,nta,ntaName,numberOfCrossStreetB5SCsHighAddressEnd,numberOfCrossStreetB5SCsLowAddressEnd,numberOfCrossStreetsHighAddressEnd,numberOfCrossStreetsLowAddressEnd,numberOfEntriesInListOfGeographicIdentifiers,numberOfExistingStructuresOnLot,numberOfStreetCodesAndNamesInList,numberOfStreetFrontagesOfLot,physicalId,policePatrolBoroughCommand,policePrecinct,radiusOfCircle,reasonCode,reasonCode1a,reasonCode1e,reasonCode2,returnCode1a,returnCode1e,roadwayType,rpadBuildingClassificationCode,rpadSelfCheckCodeForBbl,sanbornBoroughCode,sanbornPageNumber,sanbornPageNumberSuffix,sanbornVolumeNumber,sanitationCollectionSchedulingSectionAndSubsection,sanitationDistrict,sanitationOrganicsCollectionSchedule,sanitationRecyclingCollectionSchedule,sanitationRegularCollectionSchedule,sanitationSnowPriorityCode,secantLocationRelatedToCurve,segmentAzimuth,segmentIdentifier,segmentLengthInFeet,segmentOrientation,segmentTypeCode,selfCheckCodeOfBillingBbl,sideOfStreetIndicator,sideOfStreetOfVanityAddress,specialAddressGeneratedRecordFlag,splitLowHouseNumber,stateSenatorialDistrict,streetCode1,streetCode10,streetCode2,streetCode3,streetCode4,streetCode5,streetCode6,streetCode7,streetCode8,streetCode9,streetName1,streetName10,streetName1In,streetName2,streetName3,streetName4,streetName5,streetName6,streetName7,streetName8,streetName9,streetStatus,taxMapNumberSectionAndVolume,toLionNodeId,toPreferredLgcsFirstSetOf5,trafficDirection,underlyingStreetCode,uspsPreferredCityName,vacantLotFlag,workAreaFormatIndicatorIn,xCoordinate,xCoordinateHighAddressEnd,xCoordinateLowAddressEnd,xCoordinateOfCenterofCurvature,yCoordinate,yCoordinateHighAddressEnd,yCoordinateLowAddressEnd,yCoordinateOfCenterofCurvature,zipCode
,37,4000780031,4,00078,0031,,1,23 STREET,40704001,4,4000653,,1000,2000,,   7  ,   7  ,   7  ,26,01,2,402,4,02,30,0000000000,,12,0000,,E,,42013,01,,4,101,018,45,115,L,14,QUEENS,40704001010,23 STREET,0023186,01,0068111,1B,00,01,07040,,,,,,,,4,,,,,,,,4000653,,,,,,,,01,,,,,,,,,,,,,,,,44-72,,,,,,,,44-72,,,,,,,,R,,,,,,,,40704001,,,,,,,,23 STREET,,,,,,,,0720,41,4000780031,410140,,,41014001,,,45 AVENUE,,,100044098AA,44-72,44-72,100044072AA,4,,QN,I,,0999369,0211515,40.747390725290096,40.74722342419655,0036955,4,4,5274,5274,4527401130,4527401130,01130,01130,01,-73.94516458466653,-73.945435398058,4000780031,409990,,,40999001,,,44 DRIVE,,,100044060AA,100044072AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN31,Hunters Point-Sunnyside-West Maspeth,1,1,1,1,0001,0001,,01,0078724,6,108,,,W,,W,01,00,1,B3,1,4,019,,01,2A,402,,EW,MWF,P,,255,0036955,00282,3,U,,R,R,,100044060AA,12,,,,,,,,,,,,,"23RD ST ,",,,,,,,,,2,40102,0023185,01,T,40704001,LONG ISLAND CITY,,C,0999444,0999402,0999474,0000000,0211576,0211403,0211676,0000000,11101
,37,4000780030,4,00078,0030,,1,23 STREET,40704001,4,4000652,,1000,2000,,   7  ,   7  ,   7  ,26,01,2,402,4,02,30,0000000000,,12,0000,,E,,42013,01,,4,101,018,45,115,L,14,QUEENS,40704001010,23 STREET,0023186,01,0068111,1B,00,01,07040,,,,,,,,4,,,,,,,,4000652,,,,,,,,01,,,,,,,,,,,,,,,,44-74,,,,,,,,44-74,,,,,,,,R,,,,,,,,40704001,,,,,,,,23 STREET,,,,,,,,0720,41,4000780030,410140,,,41014001,,,45 AVENUE,,,100044098AA,44-74,44-74,100044074AA,4,,QN,I,,0999364,0211496,40.747363281244546,40.747171282527006,0036955,4,4,5274,5274,4527401130,4527401130,01130,01130,01,-73.94517182528938,-73.94545348579568,4000780030,409990,,,40999001,,,44 DRIVE,,,100044060AA,100044074AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN31,Hunters Point-Sunnyside-West Maspeth,1,1,1,1,0001,0001,,01,0078724,6,108,,,W,,W,01,00,1,B3,3,4,019,,01,2A,402,,EW,MWF,P,,255,0036955,00282,3,U,,R,R,,100044060AA,12,,,,,,,,,,,,,"23RD ST ,",,,,,,,,,2,40102,0023185,01,T,40704001,LONG ISLAND CITY,,C,0999442,0999402,0999474,0000000,0211566,0211403,0211676,0000000,11101
,37,4000780029,4,00078,0029,,1,23 STREET,40704001,4,4000651,,1000,2000,,   7  ,   7  ,   7  ,26,01,2,402,4,02,30,0000000000,,12,0000,,E,,42013,01,,4,101,018,45,115,L,14,QUEENS,40704001010,23 STREET,0023186,01,0068111,1B,00,01,07040,,,,,,,,4,,,,,,,,4000651,,,,,,,,01,,,,,,,,,,,,,,,,44-76,,,,,,,,44-76,,,,,,,,R,,,,,,,,40704001,,,,,,,,23 STREET,,,,,,,,0720,41,4000780029,410140,,,41014001,,,45 AVENUE,,,100044098AA,44-76,44-76,100044076AA,4,,QN,I,,0999359,0211476,40.747333094167956,40.74711639610597,0036955,4,4,5274,5274,4527401130,4527401130,01130,01130,01,-73.94518267717854,-73.94547157575161,4000780029,409990,,,40999001,,,44 DRIVE,,,100044060AA,100044076AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN31,Hunters Point-Sunnyside-West Maspeth,1,1,1,1,0001,0001,,01,0078724,6,108,,,W,,W,01,00,1,C0,5,4,019,,01,2A,402,,EW,MWF,P,,255,0036955,00282,3,U,,R,R,,100044060AA,12,,,,,,,,,,,,,"23RD ST ,",,,,,,,,,2,40102,0023185,01,T,40704001,LONG ISLAND CITY,,C,0999439,0999402,0999474,0000000,0211555,0211403,0211676,0000000,11101
,37,4000780028,4,00078,0028,,1,23 STREET,40704001,4,4000650,,1000,2000,,   7  ,   7  ,   7  ,26,01,2,402,4,02,30,0000000000,,12,,SE,E,,42013,01,,4,101,018,45,115,L,14,QUEENS,40704001010,23 STREET,0023186,01,0068111,1B,00,01,07040,10140,,,,,,,4,4,,,,,,,4000650,4000650,,,,,,,01,01,,,,,,,,W,,,,,,,44-78,,,,,,,,44-78,,,,,,,,R,,,,,,,,40704001,41014001,,,,,,,23 STREET,45 AVENUE,,,,,,,0720,41,4000780028,410140,,,41014001,,,45 AVENUE,,,100044098AA,44-78,44-78,100044078AA,4,,QN,I,,0999354,0211457,40.7473056518384,40.747064254429965,0036955,4,4,5274,5274,4527401130,4527401130,01130,01130,01,-73.94519352679986,-73.94548966343191,4000780028,409990,,,40999001,,,44 DRIVE,,,100044060AA,100044078AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN31,Hunters Point-Sunnyside-West Maspeth,1,1,1,1,0002,0001,,02,0078724,6,108,,,W,,W,01,00,1,B1,7,4,019,,01,2A,402,,EW,MWF,P,,255,0036955,00282,3,U,,R,R,,100044060AA,12,,,,,,,,,,,,,"23RD ST ,",,,,,,,,,2,40102,0023185,01,T,40704001,LONG ISLAND CITY,,C,0999436,0999402,0999474,0000000,0211545,0211403,0211676,0000000,11101
,32,4097570008,4,09757,0008,,1,160 STREET,42404001,4,4208845,,1005,1002,, 44601, 44601, 44601,24,04,1,412,4,12,28,0000000000,,05,0000,,E,,42001,01,,4,111,003,50,125,L,13,QUEENS,42404001010,160 STREET,0035335,01,0022113,1B,00,01,24040,,,,,,,,4,,,,,,,,4208845,,,,,,,,01,,,,,,,,,,,,,,,,90-33,,,,,,,,90-33,,,,,,,,L,,,,,,,,42404001,,,,,,,,160 STREET,,,,,,,,2810,44,4097570008,451090,,,45109001,,,JAMAICA AVENUE,,,100091099AA,90-33,90-33,100090033AA,X,,QS,E,,1039898,0195947,40.70494685378732,40.704330991977045,0057449,4,4,6684,6684,4668409010,4668409010,09010,09010,01,-73.79988820025795,-73.79929494417154,4097570008,418140,,,41814001,,,90 AVENUE,,,100090001AA,100090033AA,,INPUT STREET NAME HAS BEEN MODIFIED,,QN61,Jamaica,1,1,1,1,0001,0001,,01,0025867,8,103,,,W,,W,01,00,1,O1,9,4,023,,06,1C,412,,EM,MTH,S,,295,0057449,00580,4,U,,L,L,,100090001AA,14,,,,,,,,,,,,,"160TH ST ,",,,,,,,,,2,44204,0035329,01,A,42404001,JAMAICA,,C,1039733,1039939,1039687,0000000,0196171,0195736,0196259,0000000,11432
,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,1B,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55-60,55-60,100055060AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"INVALID BOROUGH CODE. MUST BE 1, 2, 3, 4 OR 5.","INVALID BOROUGH CODE. MUST BE 1, 2, 3, 4 OR 5.",,,,,,,,,,,,,,,,,,,,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MYRTLE AVE,",,,,,,,,,,,,,,,,,C,,,,,,,,,
,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,QUEENS,41734001010,85 STREET,,,,1B,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37-56/60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADDRESS NBR 37-56/60  CONTAINS AN INVALID CHARACTER(/) IN POSITION 6.,ADDRESS NBR 37-56/60  CONTAINS AN INVALID CHARACTER(/) IN POSITION 6.,,,,,,,,,,,,,,,,1,1,1,1,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85TH ST,",,,,,,,,,,,,,,,,,C,,,,,,,,,
,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,QUEENS,43865001010,CENTER DRIVE,,,,1B,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,000015000AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATE ADDRESS-USE CENTER DRIVE DOUGLASTON OR CENTER DRIVE MALBA,DUPLICATE ADDRESS-USE CENTER DRIVE DOUGLASTON OR CENTER DRIVE MALBA,,,,,,,,,,02,,,,,,,,,,75,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CENTER DRIVE DOUGLASTON,,"CENTER DR ,",CENTER DRIVE MALBA,,,,,,,,,,,,,,,,C,,,,,,,,,
X,34,4012420055,4,01242,0055,,1,69 STREET,41469001,4,4028504,,1003,1003,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,109,033,49,307,E,14,QUEENS,41469001010,69 STREET,0046406,01,0022636,1B,00,01,14690,,,,,,,,4,,,,,,,,4028504,,,,,,,,01,,,,,,,,,,,,,,,,33-23,,,,,,,,33-23,,,,,,,,L,,,,,,,,41469001,,,,,,,,69 STREET,,,,,,,,1022,42,4012420055,408440,,,40844002,,,34 AVENUE,,,100033099AA,33-23,33-23,100033023AA,6,00519,QN,E,,1012777,0213827,40.7535227408215,40.75353618750487,0130457,4,4,5796,5796,4579600040,4579600040,00040,00040,01,-73.89734646132754,-73.89703603625411,4012420055,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033001AA,100033023AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0001,0001,,01,0026435,6,115,,,W,,W,01,00,1,B1,1,4,019,,10,2C,403,,ETH,MTH,S,,278,0130457,00671,S,U,,L,L,,100033011AA,16,,,,,,,,,,,,,"69TH ST,",,,,,,,,,2,40804,0046392,02,T,41469001,WOODSIDE,,C,1012691,1012744,1012648,0000000,0213822,0213434,0214098,0000000,11377
X,34,4012600001,4,01260,0001,,1,73 STREET,41554001,4,4028931,,1003,1003,, 289  , 289  , 289  ,25,02,1,403,4,03,30,0000000000,,14,0000,CR,E,,,01,,4,105,028,49,307,E,14,QUEENS,41554001010,73 STREET,0046484,02,0028210,1B,00,01,15540,15640,08440,,,,,,4,4,4,,,,,,4028931,4028931,4028931,,,,,,01,01,02,,,,,,,,,,,,,,34-13,34-02,73-10,,,,,,34-01,34-02,73-02,,,,,,L,R,R,,,,,,41554001,41564001,40844002,,,,,,73 STREET,74 STREET,34 AVENUE,,,,,,1022,42,4012600001,408590,,,40859001,,,35 AVENUE,,,100034099AA,34-07,34-07,100034007AA,X,00152,QN,E,,1013928,0213493,40.75260235617658,40.75261565455296,0186906,4,4,5848,5848,4584801055,4584801055,01055,01055,0102,-73.89334155395998,-73.89288315115466,4012600001,408440,,,40844002,,,34 AVENUE,,,100034001AA,100034001AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0003,0001,,03,0032679,6,115,,,W,,W,01,00,1,W1,7,4,020,,10,2C,403,,ETH,MTH,P,,277,0186906,00547,S,U,,L,L,,100034001AA,13,,,,,,,,,,,,,"73RD ST,",,,,,,,,,2,40804,0046479,01,W,41554001,JACKSON HEIGHTS,,C,1013801,1013883,1013785,0000000,0213488,0212871,0213579,0000000,11372
,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,QUEENS,,"ST,",,,,1B,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'ST,' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES","'ST,' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES",,,,,,,,,,,,,,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ST,",,,,,,,,,,,,,,,,,C,,,,,,,,,
X,34,4011860025,4,01186,0025,,1,69 STREET,41469001,4,4027114,,1004,1004,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,106,033,49,307,E,14,QUEENS,41469001010,69 STREET,0046406,01,0022636,1B,00,01,14690,,,,,,,,4,,,,,,,,4027114,,,,,,,,01,,,,,,,,,,,,,,,,33-12,,,,,,,,33-12,,,,,,,,R,,,,,,,,41469001,,,,,,,,69 STREET,,,,,,,,1022,42,4011860025,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-12,33-12,100033012AA,X,00519,QN,E,,1012591,0213926,40.75363256918676,40.75380851532074,0130457,4,4,5796,5796,4579600040,4579600040,00040,00040,01,-73.89738960437639,-73.89770695770581,4011860025,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033012AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0001,0001,,02,0026435,6,115,,,W,,W,01,00,1,C3,3,4,018,,10,2C,403,,ETH,MTH,S,,278,0130457,00671,S,U,,R,R,,100033010AA,16,,,,,,,,,,,,,"69TH ST,",,,,,,,,,2,40802,0046392,02,T,41469001,WOODSIDE,,C,1012679,1012744,1012648,0000000,0213862,0213434,0214098,0000000,11377
X,34,4011860026,4,01186,0026,,1,69 STREET,41469001,4,4027115,,1004,1004,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,106,033,49,307,E,14,QUEENS,41469001010,69 STREET,0046406,01,0022636,1B,00,01,14690,37395,,,,,,,4,4,,,,,,,4027115,4027115,,,,,,,01,01,,,,,,,,W,,,,,,,33-14,,,,,,,,33-14,,,,,,,,R,,,,,,,,41469001,43739501,,,,,,,69 STREET,BROOKLYN QUEENS EXPRESSWAY,,,,,,,1022,42,4011860026,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-14,33-14,100033014AA,X,00519,QN,E,,1012584,0213901,40.75361060801665,40.75373991914663,0130457,4,4,5796,5796,4579600040,4579600040,00040,00040,01,-73.89738602884803,-73.89773232859116,4011860026,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033014AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0001,,02,0026435,6,115,,,W,,W,01,00,1,B1,1,4,018,,10,2C,403,,ETH,MTH,S,,278,0130457,00671,S,U,,R,R,,100033010AA,16,,,,,,,,,,,,,"69TH ST,",,,,,,,,,2,40802,0046392,02,T,41469001,WOODSIDE,,C,1012680,1012744,1012648,0000000,0213854,0213434,0214098,0000000,11377
X,34,4011860027,4,01186,0027,,1,69 STREET,41469001,4,4027116,,1004,1004,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,106,033,49,307,E,14,QUEENS,41469001010,69 STREET,0046406,01,0022636,1B,00,01,14690,37395,,,,,,,4,4,,,,,,,4027116,4027116,,,,,,,01,01,,,,,,,,W,,,,,,,33-16,,,,,,,,33-16,,,,,,,,R,,,,,,,,41469001,43739501,,,,,,,69 STREET,BROOKLYN QUEENS EXPRESSWAY,,,,,,,1022,42,4011860027,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-16,33-16,100033016AA,X,00519,QN,E,,1012587,0213881,40.75358864363089,40.75368501464607,0130457,4,4,5796,5796,4579600040,4579600040,00040,00040,01,-73.89737884397123,-73.89772158479978,4011860027,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033016AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0001,,02,0026435,6,115,,,W,,W,01,00,1,B1,9,4,018,,10,2C,403,,ETH,MTH,S,,278,0130457,00671,S,U,,R,R,,100033010AA,16,,,,,,,,,,,,,"69TH ST,",,,,,,,,,2,40802,0046392,02,T,41469001,WOODSIDE,,C,1012682,1012744,1012648,0000000,0213846,0213434,0214098,0000000,11377
X,34,4011860028,4,01186,0028,,1,69 STREET,41469001,4,4027117,,1004,1004,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,106,033,49,307,E,14,QUEENS,41469001010,69 STREET,0046406,01,0022636,1B,00,01,14690,37395,,,,,,,4,4,,,,,,,4027117,4027117,,,,,,,01,01,,,,,,,,W,,,,,,,33-18,,,,,,,,33-18,,,,,,,,R,,,,,,,,41469001,43739501,,,,,,,69 STREET,BROOKLYN QUEENS EXPRESSWAY,,,,,,,1022,42,4011860028,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-18,33-18,100033018AA,X,00519,QN,E,,1012592,0213862,40.75356668246029,40.753632848478,0130457,4,4,5796,5796,4579600040,4579600040,00040,00040,01,-73.8973752684488,-73.89770361810498,4011860028,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033018AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0001,,02,0026435,6,115,,,W,,W,01,00,1,C0,7,4,018,,10,2C,403,,ETH,MTH,S,,278,0130457,00671,S,U,,R,R,,100033010AA,16,,,,,,,,,,,,,"69TH ST,",,,,,,,,,2,40802,0046392,02,T,41469001,WOODSIDE,,C,1012683,1012744,1012648,0000000,0213838,0213434,0214098,0000000,11377
X,34,4011860029,4,01186,0029,,1,69 STREET,41469001,4,4027118,,1004,1004,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,106,033,49,307,E,14,QUEENS,41469001010,69 STREET,0046406,01,0022636,1B,00,01,14690,37395,,,,,,,4,4,,,,,,,4027118,4027118,,,,,,,01,01,,,,,,,,W,,,,,,,33-20,,,,,,,,33-20,,,,,,,,R,,,,,,,,41469001,43739501,,,,,,,69 STREET,BROOKLYN QUEENS EXPRESSWAY,,,,,,,1022,42,4011860029,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-20,33-20,100033020AA,X,00519,QN,E,,1012596,0213842,40.75354472128952,40.753577940768196,0130457,4,4,5796,5796,4579600040,4579600040,00040,00040,01,-73.89737169292869,-73.89768926500432,4011860029,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033020AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0001,,02,0026435,6,115,,,W,,W,01,00,1,B1,5,4,018,,10,2C,403,,ETH,MTH,S,,278,0130457,00671,S,U,,R,R,,100033010AA,16,,,,,,,,,,,,,"69TH ST,",,,,,,,,,2,40802,0046392,02,T,41469001,WOODSIDE,,C,1012684,1012744,1012648,0000000,0213830,0213434,0214098,0000000,11377
X,34,4011860030,4,01186,0030,,1,69 STREET,41469001,4,4027119,,1004,1004,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,106,033,49,307,E,14,QUEENS,41469001010,69 STREET,0046406,01,0022636,1B,00,01,14690,37395,,,,,,,4,4,,,,,,,4027119,4027119,,,,,,,01,01,,,,,,,,W,,,,,,,33-22,,,,,,,,33-22,,,,,,,,R,,,,,,,,41469001,43739501,,,,,,,69 STREET,BROOKLYN QUEENS EXPRESSWAY,,,,,,,1022,42,4011860030,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-22,33-22,100033022AA,X,00519,QN,E,,1012600,0213823,40.75352001537414,40.753525777800554,0130457,4,4,5796,5796,4579600040,4579600040,00040,00040,01,-73.8973681216398,-73.89767490771112,4011860030,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033022AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0001,,02,0026435,6,115,,,W,,W,01,00,1,B1,3,4,018,,10,2C,403,,ETH,MTH,S,,278,0130457,00671,S,U,,R,R,,100033010AA,16,,,,,,,,,,,,,"69TH ST,",,,,,,,,,2,40802,0046392,02,T,41469001,WOODSIDE,,C,1012685,1012744,1012648,0000000,0213821,0213434,0214098,0000000,11377
X,34,4011860031,4,01186,0031,,1,69 STREET,41469001,4,4027120,,1004,1004,, 291  , 291  , 291  ,25,02,1,403,4,03,30,0000000000,,14,0000,,E,,,01,,4,106,033,49,307,E,14,QUEENS,41469001010,69 STREET,0046406,01,0022636,1B,00,01,14690,37395,,,,,,,4,4,,,,,,,4027120,4027120,,,,,,,01,01,,,,,,,,W,,,,,,,33-24,,,,,,,,33-24,,,,,,,,R,,,,,,,,41469001,43739501,,,,,,,69 STREET,BROOKLYN QUEENS EXPRESSWAY,,,,,,,1022,42,4011860031,408440,,,40844002,,,34 AVENUE,,,100033098AA,33-24,33-24,100033024AA,X,00519,QN,E,,1012605,0213804,40.753498054203014,40.75347361162404,0130457,4,4,5796,5796,4579600040,4579600040,00040,00040,01,-73.89736454612456,-73.8976569410958,4011860031,457790,,,45779001,,,NORTHERN BOULEVARD,,,100033000AA,100033024AA,,INPUT STREET NAME HAS BEEN MODIFIED,Y,QN28,Jackson Heights,1,1,1,1,0002,0001,,02,0026435,6,115,,,W,,W,01,00,1,B1,1,4,018,,10,2C,403,,ETH,MTH,S,,278,0130457,00671,S,U,,R,R,,100033010AA,16,,,,,,,,,,,,,"69TH ST,",,,,,,,,,2,40802,0046392,02,T,41469001,WOODSIDE,,C,1012686,1012744,1012648,0000000,0213813,0213434,0214098,0000000,11377
