"GRC","ReasonCode","BadRecordId","uid","hn","street","boro","state"
"99"," ",1285,90135,"33-21","86TH ST","QUEENS","NY"
"99"," ",1286,90188,"33-25","86TH ST","QUEENS","NY"
"99"," ",1287,90214,"33-27","86TH ST","QUEENS","NY"
"99"," ",1288,90241,"33-29","86TH ST","QUEENS","NY"
"99"," ",1289,90266,"33-31","86TH ST","QUEENS","NY"
"99"," ",1290,90294,"33-33","86TH ST","QUEENS","NY"
"99"," ",1291,90341,"33-37","86TH ST","QUEENS","NY"
"99"," ",1292,90368,"33-39","86TH ST","QUEENS","NY"
"99"," ",1293,90396,"33-41","86TH ST","QUEENS","NY"
"99"," ",1294,90421,"33-43","86TH ST","QUEENS","NY"
"99"," ",1295,90441,"33-45","86TH ST","QUEENS","NY"
"99"," ",1296,90532,"34-15","86TH ST","QUEENS","NY"
"99"," ",1297,90565,"34-19","86TH ST","QUEENS","NY"
"99"," ",1298,90608,"34-23","86TH ST","QUEENS","NY"
"99"," ",1299,90647,"34-27","86TH ST","QUEENS","NY"
"99"," ",1300,90684,"34-31","86TH ST","QUEENS","NY"
"99"," ",1301,90728,"34-35","86TH ST","QUEENS","NY"
"99"," ",1302,90769,"34-39","86TH ST","QUEENS","NY"
"99"," ",1303,90816,"34-43","86TH ST","QUEENS","NY"
"99"," ",1304,90860,"34-47","86TH ST","QUEENS","NY"
"99"," ",1305,90903,"34-51","86TH ST","QUEENS","NY"
"99"," ",1306,90943,"35-15","86TH ST","QUEENS","NY"
"99"," ",1307,90957,"35-17","86TH ST","QUEENS","NY"
"99"," ",1308,90966,"35-19","86TH ST","QUEENS","NY"
"99"," ",1309,90981,"35-21","86TH ST","QUEENS","NY"
"99"," ",1310,90989,"35-23","86TH ST","QUEENS","NY"
"99"," ",1311,91002,"35-25","86TH ST","QUEENS","NY"
"99"," ",1312,91013,"35-27","86TH ST","QUEENS","NY"
"99"," ",1313,91026,"35-29","86TH ST","QUEENS","NY"
"99"," ",1314,91039,"35-31","86TH ST","QUEENS","NY"
"99"," ",1315,91049,"35-33","86TH ST","QUEENS","NY"
"99"," ",1316,91064,"35-35","86TH ST","QUEENS","NY"
"99"," ",1317,91081,"35-37","86TH ST","QUEENS","NY"
"99"," ",1318,91091,"35-39","86TH ST","QUEENS","NY"
"99"," ",1319,91107,"35-41","86TH ST","QUEENS","NY"
"99"," ",1320,91119,"35-43","86TH ST","QUEENS","NY"
"99"," ",1321,91137,"35-45","86TH ST","QUEENS","NY"
"99"," ",1322,91238,"35-65","86TH ST","QUEENS","NY"
"99"," ",1323,91341,"37-27","86TH ST","QUEENS","NY"
"99"," ",1324,91475,"37-51","86TH ST","QUEENS","NY"
"99"," ",1325,90027,"33-12","87TH ST","QUEENS","NY"
"99"," ",1326,90070,"33-16","87TH ST","QUEENS","NY"
"99"," ",1327,90122,"33-20","87TH ST","QUEENS","NY"
"99"," ",1328,90148,"33-22","87TH ST","QUEENS","NY"
"99"," ",1329,90174,"33-24","87TH ST","QUEENS","NY"
"99"," ",1330,90229,"33-28","87TH ST","QUEENS","NY"
"99"," ",1331,90253,"33-30","87TH ST","QUEENS","NY"
"99"," ",1332,90308,"33-34","87TH ST","QUEENS","NY"
"99"," ",1333,90332,"33-36","87TH ST","QUEENS","NY"
"99"," ",1334,90382,"33-40","87TH ST","QUEENS","NY"
"99"," ",1335,90409,"33-42","87TH ST","QUEENS","NY"
"99"," ",1336,90452,"33-46","87TH ST","QUEENS","NY"
"99"," ",1337,90522,"34-14","87TH ST","QUEENS","NY"
"99"," ",1338,90557,"34-18","87TH ST","QUEENS","NY"
"99"," ",1339,90600,"34-22","87TH ST","QUEENS","NY"
"99"," ",1340,90621,"34-24","87TH ST","QUEENS","NY"
"99"," ",1341,90639,"34-26","87TH ST","QUEENS","NY"
"99"," ",1342,90719,"34-34","87TH ST","QUEENS","NY"
"99"," ",1343,90761,"34-38","87TH ST","QUEENS","NY"
"99"," ",1344,90806,"34-42","87TH ST","QUEENS","NY"
"99"," ",1345,90849,"34-46","87TH ST","QUEENS","NY"
"99"," ",1346,90894,"34-50","87TH ST","QUEENS","NY"
"99"," ",1347,91742,"","ST","QUEENS","NY"
"99"," ",1348,90954,"35-16","87TH ST","QUEENS","NY"
"99"," ",1349,90961,"35-18","87TH ST","QUEENS","NY"
"99"," ",1350,90985,"35-22","87TH ST","QUEENS","NY"
"99"," ",1351,90996,"35-24","87TH ST","QUEENS","NY"
"99"," ",1352,91021,"35-28","87TH ST","QUEENS","NY"
"99"," ",1353,91034,"35-30","87TH ST","QUEENS","NY"
"99"," ",1354,91056,"35-34","87TH ST","QUEENS","NY"
"99"," ",1355,91074,"35-36","87TH ST","QUEENS","NY"
"99"," ",1356,91101,"35-40","87TH ST","QUEENS","NY"
"99"," ",1357,91127,"35-44","87TH ST","QUEENS","NY"
"99"," ",1358,91159,"35-48","87TH ST","QUEENS","NY"
"99"," ",1359,91178,"35-50","87TH ST","QUEENS","NY"
"99"," ",1360,91209,"35-54","87TH ST","QUEENS","NY"
"99"," ",1361,91222,"35-56","87TH ST","QUEENS","NY"
"99"," ",1362,91302,"37-20","87TH ST","QUEENS","NY"
"99"," ",1363,91334,"37-26","87TH ST","QUEENS","NY"
"99"," ",1364,91468,"37-50","87TH ST","QUEENS","NY"
"99"," ",1365,91505,"37-56","87TH ST","QUEENS","NY"
"99"," ",1366,90033,"33-13","87TH ST","QUEENS","NY"
"99"," ",1367,90057,"33-15","87TH ST","QUEENS","NY"
"99"," ",1368,90086,"33-17","87TH ST","QUEENS","NY"
"99"," ",1369,90136,"33-21","87TH ST","QUEENS","NY"
"99"," ",1370,90189,"33-25","87TH ST","QUEENS","NY"
"99"," ",1371,90215,"33-27","87TH ST","QUEENS","NY"
"99"," ",1372,90267,"33-31","87TH ST","QUEENS","NY"
"99"," ",1373,90295,"33-33","87TH ST","QUEENS","NY"
"99"," ",1374,90342,"33-37","87TH ST","QUEENS","NY"
"99"," ",1375,90369,"33-39","87TH ST","QUEENS","NY"
"99"," ",1376,90422,"33-43","87TH ST","QUEENS","NY"
"99"," ",1377,90442,"33-45","87TH ST","QUEENS","NY"
"99"," ",1378,90516,"34-13","87TH ST","QUEENS","NY"
"99"," ",1379,90533,"34-15","87TH ST","QUEENS","NY"
"99"," ",1380,90549,"34-17","87TH ST","QUEENS","NY"
"99"," ",1381,90566,"34-19","87TH ST","QUEENS","NY"
"99"," ",1382,90592,"34-21","87TH ST","QUEENS","NY"
"99"," ",1383,90609,"34-23","87TH ST","QUEENS","NY"
"99"," ",1384,90648,"34-27","87TH ST","QUEENS","NY"
"99"," ",1385,90663,"34-29","87TH ST","QUEENS","NY"
"99"," ",1386,90704,"34-33","87TH ST","QUEENS","NY"
"99"," ",1387,90729,"34-35","87TH ST","QUEENS","NY"
"99"," ",1388,90770,"34-39","87TH ST","QUEENS","NY"
"99"," ",1389,90795,"34-41","87TH ST","QUEENS","NY"
"99"," ",1390,90817,"34-43","87TH ST","QUEENS","NY"
"99"," ",1391,90838,"34-45","87TH ST","QUEENS","NY"
"99"," ",1392,90861,"34-47","87TH ST","QUEENS","NY"
"99"," ",1393,90884,"34-49","87TH ST","QUEENS","NY"
"99"," ",1394,90923,"35-05","87TH ST","QUEENS","NY"
"99"," ",1395,90944,"35-15","87TH ST","QUEENS","NY"
"99"," ",1396,90958,"35-17","87TH ST","QUEENS","NY"
"99"," ",1397,90967,"35-19","87TH ST","QUEENS","NY"
"99"," ",1398,90990,"35-23","87TH ST","QUEENS","NY"
"99"," ",1399,91003,"35-25","87TH ST","QUEENS","NY"
"99"," ",1400,91014,"35-27","87TH ST","QUEENS","NY"
"99"," ",1401,91027,"35-29","87TH ST","QUEENS","NY"
"99"," ",1402,91050,"35-33","87TH ST","QUEENS","NY"
"99"," ",1403,91065,"35-35","87TH ST","QUEENS","NY"
"99"," ",1404,91092,"35-39","87TH ST","QUEENS","NY"
"99"," ",1405,91108,"35-41","87TH ST","QUEENS","NY"
"99"," ",1406,91120,"35-43","87TH ST","QUEENS","NY"
"99"," ",1407,91138,"35-45","87TH ST","QUEENS","NY"
"99"," ",1408,91187,"35-51","87TH ST","QUEENS","NY"
"99"," ",1409,91201,"35-53","87TH ST","QUEENS","NY"
"99"," ",1410,91217,"35-55","87TH ST","QUEENS","NY"
"99"," ",1411,91229,"35-57","87TH ST","QUEENS","NY"
"99"," ",1412,91236,"35-62","87TH ST","QUEENS","NY"
"99"," ",1413,91246,"37-11","87TH ST","QUEENS","NY"
"99"," ",1414,91270,"37-15","87TH ST","QUEENS","NY"
"99"," ",1415,91281,"37-17","87TH ST","QUEENS","NY"
"99"," ",1416,91294,"37-19","87TH ST","QUEENS","NY"
"99"," ",1417,91310,"37-21","87TH ST","QUEENS","NY"
"99"," ",1418,91330,"37-25","87TH ST","QUEENS","NY"
"99"," ",1419,91342,"37-27","87TH ST","QUEENS","NY"
"99"," ",1420,91354,"37-29","87TH ST","QUEENS","NY"
"99"," ",1421,91363,"37-31","87TH ST","QUEENS","NY"
"99"," ",1422,91375,"37-33","87TH ST","QUEENS","NY"
"99"," ",1423,91393,"37-37","87TH ST","QUEENS","NY"
"99"," ",1424,91403,"37-39","87TH ST","QUEENS","NY"
"99"," ",1425,91417,"37-41","87TH ST","QUEENS","NY"
"99"," ",1426,91428,"37-43","87TH ST","QUEENS","NY"
"99"," ",1427,91440,"37-45","87TH ST","QUEENS","NY"
"99"," ",1428,91459,"37-49","87TH ST","QUEENS","NY"
"99"," ",1429,91476,"37-51","87TH ST","QUEENS","NY"
"99"," ",1430,91488,"37-53","87TH ST","QUEENS","NY"
"99"," ",1431,91500,"37-55","87TH ST","QUEENS","NY"
"99"," ",1432,91513,"37-57","87TH ST","QUEENS","NY"
"99"," ",1433,90043,"33-14","88TH ST","QUEENS","NY"
"99"," ",1434,90071,"33-16","88TH ST","QUEENS","NY"
"99"," ",1435,90098,"33-18","88TH ST","QUEENS","NY"
"99"," ",1436,90123,"33-20","88TH ST","QUEENS","NY"
"99"," ",1437,90149,"33-22","88TH ST","QUEENS","NY"
"99"," ",1438,90202,"33-26","88TH ST","QUEENS","NY"
"99"," ",1439,90230,"33-28","88TH ST","QUEENS","NY"
"99"," ",1440,90254,"33-30","88TH ST","QUEENS","NY"
"99"," ",1441,90280,"33-32","88TH ST","QUEENS","NY"
"99"," ",1442,90309,"33-34","88TH ST","QUEENS","NY"
"99"," ",1443,90354,"33-38","88TH ST","QUEENS","NY"
"99"," ",1444,90383,"33-40","88TH ST","QUEENS","NY"
"99"," ",1445,90410,"33-42","88TH ST","QUEENS","NY"
"99"," ",1446,90431,"33-44","88TH ST","QUEENS","NY"
"99"," ",1447,90453,"33-46","88TH ST","QUEENS","NY"
"99"," ",1448,90523,"34-14","88TH ST","QUEENS","NY"
"99"," ",1449,90543,"34-16","88TH ST","QUEENS","NY"
"99"," ",1450,90558,"34-18","88TH ST","QUEENS","NY"
"99"," ",1451,90581,"34-20","88TH ST","QUEENS","NY"
"99"," ",1452,90601,"34-22","88TH ST","QUEENS","NY"
"99"," ",1453,90622,"34-24","88TH ST","QUEENS","NY"
"99"," ",1454,90657,"34-28","88TH ST","QUEENS","NY"
"99"," ",1455,90673,"34-30","88TH ST","QUEENS","NY"
"99"," ",1456,90695,"34-32","88TH ST","QUEENS","NY"
"99"," ",1457,90720,"34-34","88TH ST","QUEENS","NY"
"99"," ",1458,90741,"34-36","88TH ST","QUEENS","NY"
"99"," ",1459,90762,"34-38","88TH ST","QUEENS","NY"
"99"," ",1460,90807,"34-42","88TH ST","QUEENS","NY"
"99"," ",1461,90831,"34-44","88TH ST","QUEENS","NY"
"99"," ",1462,90850,"34-46","88TH ST","QUEENS","NY"
"99"," ",1463,90874,"34-48","88TH ST","QUEENS","NY"
"99"," ",1464,90895,"34-50","88TH ST","QUEENS","NY"
"99"," ",1465,90925,"35-06","88TH ST","QUEENS","NY"
"99"," ",1466,90936,"35-14","88TH ST","QUEENS","NY"
"99"," ",1467,90955,"35-16","88TH ST","QUEENS","NY"
"99"," ",1468,90962,"35-18","88TH ST","QUEENS","NY"
"99"," ",1469,90975,"35-20","88TH ST","QUEENS","NY"
"99"," ",1470,90986,"35-22","88TH ST","QUEENS","NY"
"99"," ",1471,90997,"35-24","88TH ST","QUEENS","NY"
"99"," ",1472,91008,"35-26","88TH ST","QUEENS","NY"
"99"," ",1473,91022,"35-28","88TH ST","QUEENS","NY"
"99"," ",1474,91044,"35-32","88TH ST","QUEENS","NY"
"99"," ",1475,91057,"35-34","88TH ST","QUEENS","NY"
"99"," ",1476,91075,"35-36","88TH ST","QUEENS","NY"
"99"," ",1477,91087,"35-38","88TH ST","QUEENS","NY"
"99"," ",1478,91114,"35-42","88TH ST","QUEENS","NY"
"99"," ",1479,91128,"35-44","88TH ST","QUEENS","NY"
"99"," ",1480,91145,"35-46","88TH ST","QUEENS","NY"
"99"," ",1481,91160,"35-48","88TH ST","QUEENS","NY"
"99"," ",1482,91179,"35-50","88TH ST","QUEENS","NY"
"99"," ",1483,91192,"35-52","88TH ST","QUEENS","NY"
"99"," ",1484,91210,"35-54","88TH ST","QUEENS","NY"
"99"," ",1485,91223,"35-56","88TH ST","QUEENS","NY"
"99"," ",1486,91252,"37-12","88TH ST","QUEENS","NY"
"99"," ",1487,91261,"37-14","88TH ST","QUEENS","NY"
"99"," ",1488,91278,"37-16","88TH ST","QUEENS","NY"
"99"," ",1489,91288,"37-18","88TH ST","QUEENS","NY"
"99"," ",1490,91318,"37-22","88TH ST","QUEENS","NY"
"99"," ",1491,91326,"37-24","88TH ST","QUEENS","NY"
"99"," ",1492,91335,"37-26","88TH ST","QUEENS","NY"
"99"," ",1493,91350,"37-28","88TH ST","QUEENS","NY"
"99"," ",1494,91388,"37-36","88TH ST","QUEENS","NY"
"99"," ",1495,91387,"37-36","88TH ST","QUEENS","NY"
"99"," ",1496,91527,"37-60","88TH ST","QUEENS","NY"
"99"," ",1497,90015,"33-11","88TH ST","QUEENS","NY"
"99"," ",1498,90034,"33-13","88TH ST","QUEENS","NY"
"99"," ",1499,90058,"33-15","88TH ST","QUEENS","NY"
"99"," ",1500,90110,"33-19","88TH ST","QUEENS","NY"
"99"," ",1501,90137,"33-21","88TH ST","QUEENS","NY"
"99"," ",1502,90190,"33-25","88TH ST","QUEENS","NY"
"99"," ",1503,90216,"33-27","88TH ST","QUEENS","NY"
"99"," ",1504,90242,"33-29","88TH ST","QUEENS","NY"
"99"," ",1505,90268,"33-31","88TH ST","QUEENS","NY"
"99"," ",1506,90296,"33-33","88TH ST","QUEENS","NY"
"99"," ",1507,90343,"33-37","88TH ST","QUEENS","NY"
"99"," ",1508,90370,"33-39","88TH ST","QUEENS","NY"
"99"," ",1509,90397,"33-41","88TH ST","QUEENS","NY"
"99"," ",1510,90423,"33-43","88TH ST","QUEENS","NY"
"99"," ",1511,90443,"33-45","88TH ST","QUEENS","NY"
"99"," ",1512,90534,"34-15","88TH ST","QUEENS","NY"
"99"," ",1513,90550,"34-17","88TH ST","QUEENS","NY"
"99"," ",1514,90567,"34-19","88TH ST","QUEENS","NY"
"99"," ",1515,90610,"34-23","88TH ST","QUEENS","NY"
"99"," ",1516,90630,"34-25","88TH ST","QUEENS","NY"
"99"," ",1517,90664,"34-29","88TH ST","QUEENS","NY"
"99"," ",1518,90705,"34-33","88TH ST","QUEENS","NY"
"99"," ",1519,90730,"34-35","88TH ST","QUEENS","NY"
"99"," ",1520,90771,"34-39","88TH ST","QUEENS","NY"
"99"," ",1521,90796,"34-41","88TH ST","QUEENS","NY"
"99"," ",1522,90818,"34-43","88TH ST","QUEENS","NY"
"99"," ",1523,90862,"34-47","88TH ST","QUEENS","NY"
"99"," ",1524,90885,"34-49","88TH ST","QUEENS","NY"
"99"," ",1525,90913,"34-53","88TH ST","QUEENS","NY"
"99"," ",1526,90930,"35-11","88TH ST","QUEENS","NY"
"99"," ",1527,90945,"35-15","88TH ST","QUEENS","NY"
"99"," ",1528,90968,"35-19","88TH ST","QUEENS","NY"
"99"," ",1529,90991,"35-23","88TH ST","QUEENS","NY"
"99"," ",1530,91015,"35-27","88TH ST","QUEENS","NY"
"99"," ",1531,91040,"35-31","88TH ST","QUEENS","NY"
"99"," ",1532,91066,"35-35","88TH ST","QUEENS","NY"
"99"," ",1533,91093,"35-39","88TH ST","QUEENS","NY"
"99"," ",1534,91121,"35-43","88TH ST","QUEENS","NY"
"99"," ",1535,91150,"35-47","88TH ST","QUEENS","NY"
"99"," ",1536,91188,"35-51","88TH ST","QUEENS","NY"
"99"," ",1537,91218,"35-55","88TH ST","QUEENS","NY"
"99"," ",1538,91247,"37-11","88TH ST","QUEENS","NY"
"99"," ",1539,91271,"37-15","88TH ST","QUEENS","NY"
"99"," ",1540,91282,"37-17","88TH ST","QUEENS","NY"
"99"," ",1541,91295,"37-19","88TH ST","QUEENS","NY"
"99"," ",1542,91311,"37-21","88TH ST","QUEENS","NY"
"99"," ",1543,91331,"37-25","88TH ST","QUEENS","NY"
"99"," ",1544,91343,"37-27","88TH ST","QUEENS","NY"
"99"," ",1545,91394,"37-37","88TH ST","QUEENS","NY"
"99"," ",1546,91429,"37-43","88TH ST","QUEENS","NY"
"99"," ",1547,90028,"33-12","89TH ST","QUEENS","NY"
"99"," ",1548,90072,"33-16","89TH ST","QUEENS","NY"
"99"," ",1549,90099,"33-18","89TH ST","QUEENS","NY"
"99"," ",1550,90150,"33-22","89TH ST","QUEENS","NY"
"99"," ",1551,90175,"33-24","89TH ST","QUEENS","NY"
"99"," ",1552,90203,"33-26","89TH ST","QUEENS","NY"
"99"," ",1553,90255,"33-30","89TH ST","QUEENS","NY"
"99"," ",1554,90281,"33-32","89TH ST","QUEENS","NY"
"99"," ",1555,90310,"33-34","89TH ST","QUEENS","NY"
"99"," ",1556,90355,"33-38","89TH ST","QUEENS","NY"
"99"," ",1557,90384,"33-40","89TH ST","QUEENS","NY"
"99"," ",1558,90411,"33-42","89TH ST","QUEENS","NY"
"99"," ",1559,90454,"33-46","89TH ST","QUEENS","NY"
"99"," ",1560,90524,"34-14","89TH ST","QUEENS","NY"
"99"," ",1561,90559,"34-18","89TH ST","QUEENS","NY"
"99"," ",1562,90582,"34-20","89TH ST","QUEENS","NY"
"99"," ",1563,90602,"34-22","89TH ST","QUEENS","NY"
"99"," ",1564,90623,"34-24","89TH ST","QUEENS","NY"
"99"," ",1565,90658,"34-28","89TH ST","QUEENS","NY"
"99"," ",1566,90674,"34-30","89TH ST","QUEENS","NY"
"99"," ",1567,90721,"34-34","89TH ST","QUEENS","NY"
"99"," ",1568,90742,"34-36","89TH ST","QUEENS","NY"
"99"," ",1569,90783,"34-40","89TH ST","QUEENS","NY"
"99"," ",1570,90808,"34-42","89TH ST","QUEENS","NY"
"99"," ",1571,90832,"34-44","89TH ST","QUEENS","NY"
"99"," ",1572,90875,"34-48","89TH ST","QUEENS","NY"
"99"," ",1573,90896,"34-50","89TH ST","QUEENS","NY"
"99"," ",1574,90937,"35-14","89TH ST","QUEENS","NY"
"99"," ",1575,90956,"35-16","89TH ST","QUEENS","NY"
"99"," ",1576,90963,"35-18","89TH ST","QUEENS","NY"
"99"," ",1577,90976,"35-20","89TH ST","QUEENS","NY"
"99"," ",1578,90987,"35-22","89TH ST","QUEENS","NY"
"99"," ",1579,90998,"35-24","89TH ST","QUEENS","NY"
"99"," ",1580,91010,"35-26B","89TH ST","QUEENS","NY"
"99"," ",1581,91009,"35-26A","89TH ST","QUEENS","NY"
"99"," ",1582,91023,"35-28","89TH ST","QUEENS","NY"
"99"," ",1583,91035,"35-30","89TH ST","QUEENS","NY"
"99"," ",1584,91045,"35-32","89TH ST","QUEENS","NY"
"99"," ",1585,91058,"35-34","89TH ST","QUEENS","NY"
"99"," ",1586,91076,"35-36","89TH ST","QUEENS","NY"
"99"," ",1587,91088,"35-38","89TH ST","QUEENS","NY"
"99"," ",1588,91102,"35-40","89TH ST","QUEENS","NY"
"99"," ",1589,91115,"35-42","89TH ST","QUEENS","NY"
"99"," ",1590,91129,"35-44","89TH ST","QUEENS","NY"
"99"," ",1591,91146,"35-46","89TH ST","QUEENS","NY"
"99"," ",1592,91161,"35-48","89TH ST","QUEENS","NY"
"99"," ",1593,91180,"35-50","89TH ST","QUEENS","NY"
"99"," ",1594,91195,"35-52B","89TH ST","QUEENS","NY"
"99"," ",1595,91194,"35-52A","89TH ST","QUEENS","NY"
"99"," ",1596,91211,"35-54","89TH ST","QUEENS","NY"
"99"," ",1597,91224,"35-56","89TH ST","QUEENS","NY"
"99"," ",1598,91253,"37-12","89TH ST","QUEENS","NY"
"99"," ",1599,91262,"37-14","89TH ST","QUEENS","NY"
"99"," ",1600,91289,"37-18","89TH ST","QUEENS","NY"
"99"," ",1601,91303,"37-20","89TH ST","QUEENS","NY"
"99"," ",1602,91319,"37-22","89TH ST","QUEENS","NY"
"99"," ",1603,91327,"37-24","89TH ST","QUEENS","NY"
"99"," ",1604,91351,"37-28","89TH ST","QUEENS","NY"
"99"," ",1605,91358,"37-30","89TH ST","QUEENS","NY"
"99"," ",1606,91368,"37-32","89TH ST","QUEENS","NY"
"99"," ",1607,91380,"37-34","89TH ST","QUEENS","NY"
"99"," ",1608,91483,"37-52","89TH ST","QUEENS","NY"
"99"," ",1609,90016,"33-11","89TH ST","QUEENS","NY"
"99"," ",1610,90059,"33-15","89TH ST","QUEENS","NY"
"99"," ",1611,90087,"33-17","89TH ST","QUEENS","NY"
"99"," ",1612,90138,"33-21","89TH ST","QUEENS","NY"
"99"," ",1613,90162,"33-23","89TH ST","QUEENS","NY"
"99"," ",1614,90217,"33-27","89TH ST","QUEENS","NY"
"99"," ",1615,90243,"33-29","89TH ST","QUEENS","NY"
"99"," ",1616,90269,"33-31","89TH ST","QUEENS","NY"
"99"," ",1617,90297,"33-33","89TH ST","QUEENS","NY"
"99"," ",1618,90344,"33-37","89TH ST","QUEENS","NY"
"99"," ",1619,90371,"33-39","89TH ST","QUEENS","NY"
"99"," ",1620,90398,"33-41","89TH ST","QUEENS","NY"
"99"," ",1621,90444,"33-45","89TH ST","QUEENS","NY"
"99"," ",1622,90535,"34-15","89TH ST","QUEENS","NY"
"99"," ",1623,90551,"34-17","89TH ST","QUEENS","NY"
"99"," ",1624,90568,"34-19","89TH ST","QUEENS","NY"
"99"," ",1625,90593,"34-21","89TH ST","QUEENS","NY"
"99"," ",1626,90631,"34-25","89TH ST","QUEENS","NY"
"99"," ",1627,90649,"34-27","89TH ST","QUEENS","NY"
"99"," ",1628,90685,"34-31","89TH ST","QUEENS","NY"
"99"," ",1629,90706,"34-33","89TH ST","QUEENS","NY"
"99"," ",1630,90751,"34-37","89TH ST","QUEENS","NY"
"99"," ",1631,90772,"34-39","89TH ST","QUEENS","NY"
"99"," ",1632,90819,"34-43","89TH ST","QUEENS","NY"
"99"," ",1633,90839,"34-45","89TH ST","QUEENS","NY"
"99"," ",1634,90886,"34-49","89TH ST","QUEENS","NY"
"99"," ",1635,90904,"34-51","89TH ST","QUEENS","NY"
"99"," ",1636,90921,"34-59","89TH ST","QUEENS","NY"
"99"," ",1637,90920,"34-58","90TH ST","QUEENS","NY"
"99"," ",1638,90946,"35-15","89TH ST","QUEENS","NY"
"99"," ",1639,90959,"35-17","89TH ST","QUEENS","NY"
"99"," ",1640,90969,"35-19","89TH ST","QUEENS","NY"
"99"," ",1641,90982,"35-21","89TH ST","QUEENS","NY"
"99"," ",1642,90992,"35-23","89TH ST","QUEENS","NY"
"99"," ",1643,91016,"35-27","89TH ST","QUEENS","NY"
"99"," ",1644,91028,"35-29","89TH ST","QUEENS","NY"
"99"," ",1645,91041,"35-31","89TH ST","QUEENS","NY"
"99"," ",1646,91051,"35-33","89TH ST","QUEENS","NY"
"99"," ",1647,91082,"35-37","89TH ST","QUEENS","NY"
"99"," ",1648,91094,"35-39","89TH ST","QUEENS","NY"
"99"," ",1649,91122,"35-43","89TH ST","QUEENS","NY"
"99"," ",1650,91139,"35-45","89TH ST","QUEENS","NY"
"99"," ",1651,91151,"35-47","89TH ST","QUEENS","NY"
"99"," ",1652,91168,"35-49","89TH ST","QUEENS","NY"
"99"," ",1653,91202,"35-53","89TH ST","QUEENS","NY"
"99"," ",1654,91230,"35-57","89TH ST","QUEENS","NY"
"99"," ",1655,91248,"37-11","89TH ST","QUEENS","NY"
"99"," ",1656,91272,"37-15","89TH ST","QUEENS","NY"
"99"," ",1657,91296,"37-19","89TH ST","QUEENS","NY"
"99"," ",1658,91323,"37-23","89TH ST","QUEENS","NY"
"99"," ",1659,91344,"37-27","89TH ST","QUEENS","NY"
"99"," ",1660,91364,"37-31","89TH ST","QUEENS","NY"
"99"," ",1661,91383,"37-35","89TH ST","QUEENS","NY"
"99"," ",1662,91404,"37-39","89TH ST","QUEENS","NY"
"99"," ",1663,91430,"37-43","89TH ST","QUEENS","NY"
"99"," ",1664,91449,"37-47","89TH ST","QUEENS","NY"
"99"," ",1665,91477,"37-51","89TH ST","QUEENS","NY"
"99"," ",1666,90044,"33-14","90TH ST","QUEENS","NY"
"99"," ",1667,90073,"33-16","90TH ST","QUEENS","NY"
"99"," ",1668,90100,"33-18","90TH ST","QUEENS","NY"
"99"," ",1669,90124,"33-20","90TH ST","QUEENS","NY"
"99"," ",1670,90151,"33-22","90TH ST","QUEENS","NY"
"99"," ",1671,90176,"33-24","90TH ST","QUEENS","NY"
"99"," ",1672,90204,"33-26","90TH ST","QUEENS","NY"
"99"," ",1673,90231,"33-28","90TH ST","QUEENS","NY"
"99"," ",1674,90256,"33-30","90TH ST","QUEENS","NY"
"99"," ",1675,90282,"33-32","90TH ST","QUEENS","NY"
"99"," ",1676,90311,"33-34","90TH ST","QUEENS","NY"
"99"," ",1677,90356,"33-38","90TH ST","QUEENS","NY"
"99"," ",1678,90385,"33-40","90TH ST","QUEENS","NY"
"99"," ",1679,90412,"33-42","90TH ST","QUEENS","NY"
"99"," ",1680,90432,"33-44","90TH ST","QUEENS","NY"
"99"," ",1681,90455,"33-46","90TH ST","QUEENS","NY"
"99"," ",1682,90525,"34-14","90TH ST","QUEENS","NY"
"99"," ",1683,90544,"34-16","90TH ST","QUEENS","NY"
"99"," ",1684,90583,"34-20","90TH ST","QUEENS","NY"
"99"," ",1685,90603,"34-22","90TH ST","QUEENS","NY"
"99"," ",1686,90640,"34-26","90TH ST","QUEENS","NY"
"99"," ",1687,90659,"34-28","90TH ST","QUEENS","NY"
"99"," ",1688,90675,"34-30","90TH ST","QUEENS","NY"
"99"," ",1689,90696,"34-32","90TH ST","QUEENS","NY"
"99"," ",1690,90743,"34-36","90TH ST","QUEENS","NY"
"99"," ",1691,90763,"34-38","90TH ST","QUEENS","NY"
"99"," ",1692,90784,"34-40","90TH ST","QUEENS","NY"
"99"," ",1693,90809,"34-42","90TH ST","QUEENS","NY"
"99"," ",1694,90851,"34-46","90TH ST","QUEENS","NY"
"99"," ",1695,90876,"34-48","90TH ST","QUEENS","NY"
"99"," ",1696,90938,"35-14","90TH ST","QUEENS","NY"
"99"," ",1697,90964,"35-18","90TH ST","QUEENS","NY"
"99"," ",1698,90977,"35-20","90TH ST","QUEENS","NY"
"99"," ",1699,90988,"35-22","90TH ST","QUEENS","NY"
"99"," ",1700,90999,"35-24","90TH ST","QUEENS","NY"
"99"," ",1701,91024,"35-28","90TH ST","QUEENS","NY"
"99"," ",1702,91036,"35-30","90TH ST","QUEENS","NY"
"99"," ",1703,91046,"35-32","90TH ST","QUEENS","NY"
"99"," ",1704,91077,"35-36","90TH ST","QUEENS","NY"
"99"," ",1705,91089,"35-38","90TH ST","QUEENS","NY"
"99"," ",1706,91103,"35-40","90TH ST","QUEENS","NY"
"99"," ",1707,91130,"35-44","90TH ST","QUEENS","NY"
